Nume Stație,Latitudine,Longitudine,BENZINA EVO 100 PLUS,BENZINA EVO 95,Benzina,Benzina 95,Benzina 98,Benzina Extra 99,Benzina Standard 95 / Benzina 95,Benzina +,Benzina 95,Diesel,ECO Premium 95 - temporar nu mai comercializeaza,ECTO 100,ECTO PLUS 95,ECTO Super Diesel,EURO Plus fara pb,EURO Super 98 fara pb,Efix Benzina 95,Efix Motorina 51,EfixS Benzina 98,EfixS Motorina 55,Euro L Diesel,Euroluk COR 95,G-Drive 100,GPL,GPL Auto,GPL auto,MOTORINA EVO D,MOTORINA EVO D PLUS,Motorina,Motorina EURO,Motorina EURO3,Motorina Extra,Motorina Standard,Motorina Super EURO4,Motorina superioara,Motorina +,N/A,NANO 95,NANO 98,NANO DIESEL,NANO SUPER DIESEL,OMV Diesel,OMV MaxxMotion 100 plus,OMV MaxxMotion 95,OMV MaxxMotion Diesel,Premium Diesel,Premium E Plus,Premium EURO 4 - temporar nu mai comercializeaza,TEMPO Plus 98 - temporar nu mai comercializeaza
"PETROM - Cluj, Campia Turzii",46.550130,23.891790,N/A,N/A,N/A,N/A,N/A,N/A,7.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.03,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Timis, Remetea Mare",45.783143,21.389330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.20,N/A,N/A,N/A,3.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 3",44.436540,26.169190,N/A,N/A,N/A,N/A,N/A,7.76,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,7.52,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Satu Mare, Satu Mare",47.798360,22.899310,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Gorj, Targu Jiu",45.025430,23.277180,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Dambovita, Titu",44.653810,25.545030,N/A,N/A,N/A,N/A,N/A,7.75,7.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.91,7.50,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 5",44.433338,26.092869,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Prahova, Sinaia",45.354600,25.553570,N/A,N/A,N/A,N/A,N/A,N/A,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 5",44.407740,26.078020,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 4",44.423940,26.095240,N/A,N/A,N/A,N/A,N/A,N/A,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Mures, Sighisoara",46.222960,24.788120,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Iasi, Scobinti",47.417740,26.919980,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"OMV - Galati, Galati",45.416680,28.005550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,7.59,7.97,7.26,8.45,N/A,N/A,N/A,N/A
"PETROM - Caras - Severin, Otelu Rosu",45.508000,22.341000,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Calarasi, Autostrada A2 (Soarelui)",44.429770,26.895710,N/A,N/A,N/A,N/A,N/A,7.88,7.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.02,7.61,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Brasov, Brasov",45.617080,25.646130,N/A,N/A,N/A,N/A,N/A,7.79,7.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 2",44.440990,26.192280,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Timis, Timisoara",45.774650,21.213950,N/A,N/A,N/A,N/A,N/A,7.74,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.74,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Constanta, Constanta",44.203990,28.620720,N/A,N/A,N/A,N/A,N/A,7.75,7.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.91,7.50,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Dolj, Bailesti",44.034320,23.352740,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GAZPROM - Timis, Timisoara",45.785300,21.218610,N/A,N/A,N/A,7.31,N/A,N/A,N/A,N/A,N/A,7.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.21,N/A,N/A,N/A
"GAZPROM - Arad, Arad",46.201000,21.291940,N/A,N/A,N/A,7.32,N/A,N/A,N/A,N/A,N/A,7.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.20,N/A,N/A,N/A
"GAZPROM - Arad, Arad",46.180000,21.342500,N/A,N/A,N/A,7.32,N/A,N/A,N/A,N/A,N/A,7.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.20,N/A,N/A,N/A
"GAZPROM - Arad, Arad",46.121924,21.316130,N/A,N/A,N/A,7.34,N/A,N/A,N/A,N/A,N/A,7.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.22,N/A,N/A,N/A
"GAZPROM - Bihor, Oradea",47.111850,21.895590,N/A,N/A,N/A,7.32,N/A,N/A,N/A,N/A,N/A,7.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.20,N/A,N/A,N/A
"GAZPROM - Bihor, Oradea",47.100850,21.844680,N/A,N/A,N/A,7.32,N/A,N/A,N/A,N/A,N/A,7.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.20,N/A,N/A,N/A
"LUKOIL - Teleorman, Alexandria",43.965498,25.334743,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.22,7.52,8.15,N/A,N/A,N/A,N/A,N/A,N/A,7.79,7.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROMPETROL - Constanta, Constanta",44.169437,28.587450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.55,7.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Braila, Braila",45.303039,27.935728,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.03,8.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.44,7.33,N/A,N/A,N/A,3.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Braila, Braila",45.291200,27.971800,N/A,N/A,N/A,N/A,N/A,6.97,7.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.86,7.45,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Alte statii - Buzau, Maracineni",45.181495,26.806479,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.50,N/A,N/A,N/A,N/A,7.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Partener ROMPETROL - Buzau, Sapoca",45.233743,26.744085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.56,7.03,N/A,N/A,N/A,N/A,N/A,3.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Partener ROMPETROL - Buzau, Cernatesti",45.306892,26.751405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.90,5.76,N/A,N/A,N/A,N/A,N/A,3.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Statie GPL - Buzau, Margariti",45.395081,26.761432,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Statie GPL - Buzau, Vintila Voda",45.473155,26.720218,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MOL - Constanta, Constanta",44.180000,28.616944,7.63,7.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.24,N/A,N/A,7.80,8.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROMPETROL - Arges, Pitesti",44.846207,24.886503,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.15,7.79,7.79,8.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROMPETROL - Arges, Pitesti",44.884945,24.827646,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.14,7.77,7.80,8.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MOL - Constanta, Constanta",44.171986,28.625231,8.00,7.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.80,8.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.35
"MOL - Constanta, Constanta",44.227338,28.589405,8.00,7.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.24,N/A,N/A,7.82,8.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.43
"ROMPETROL - Bucuresti, Ilfov, Sector 2",44.452843,26.163994,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.26,7.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Alte statii - Suceava, Paltinoasa",47.550985,25.950136,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MOL - Alba, Alba Iulia",46.087880,23.591850,7.39,6.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.42,N/A,N/A,6.73,7.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MOL - Bucuresti, Ilfov, Otopeni",44.567050,26.070150,7.41,6.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.27,N/A,N/A,6.75,7.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Alte statii - Prahova, Mizil",45.005391,26.454060,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.70,N/A,N/A,N/A,N/A,6.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROMPETROL - Prahova, Fulga",44.889772,26.452258,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.38,6.41,N/A,N/A,N/A,N/A,N/A,3.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Iasi, Iasi",47.159050,27.573810,N/A,N/A,N/A,N/A,N/A,7.09,6.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.09,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROMPETROL - Bacau, Bacau",46.556201,26.924097,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.73,7.15,7.36,7.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROMPETROL - Arges, Curtea de Arges",45.163023,24.671432,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.76,7.15,7.16,7.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROMPETROL - Alba, Alba Iulia",46.097220,23.600095,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.75,7.15,7.41,7.66,N/A,N/A,N/A,4.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROMPETROL - Iasi, Iasi",47.147882,27.592972,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.76,7.17,7.42,7.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"OMV - Valcea, Ramnicu Valcea",45.115840,24.363670,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,7.15,7.40,6.76,7.66,N/A,N/A,N/A,N/A
"ROMPETROL - Ialomita, Urziceni",44.714408,26.652006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.73,7.13,7.36,7.43,N/A,N/A,N/A,3.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Harghita, Miercurea Ciuc",46.382500,25.799167,N/A,N/A,N/A,N/A,N/A,7.14,6.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.45,7.09,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"OMV - Dolj, Craiova",44.328350,23.776300,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,7.15,7.40,6.76,7.66,N/A,N/A,N/A,N/A
"PETROM - Dambovita, Crevedia",44.592500,25.921400,N/A,N/A,N/A,N/A,N/A,7.13,6.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.44,7.08,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Buzau, Ramnicu Sarat",45.398937,27.046839,N/A,N/A,N/A,N/A,N/A,7.14,6.68,N/A,N/A,N/A,3.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.49,N/A,N/A,N/A,N/A,N/A,N/A,7.45,7.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROMPETROL - Bucuresti, Ilfov, Otopeni",44.561366,26.068797,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.79,7.17,7.43,7.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROMPETROL - Bucuresti, Ilfov, Otopeni",44.560455,26.070158,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.79,7.17,7.43,7.67,N/A,N/A,N/A,6.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ROMPETROL - Arad, Savarsin",46.014294,22.240358,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.78,7.15,7.41,7.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
